"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2012","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","65,000",""
"2013","Belgium","Current prices, euro per capita","Gross domestic product at market prices","35,300",""
"2013","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","5,800",""
"2013","Czechia","Current prices, euro per capita","Gross domestic product at market prices","15,000",""
"2013","Denmark","Current prices, euro per capita","Gross domestic product at market prices","46,100",""
"2013","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","35,000",""
"2013","Estonia","Current prices, euro per capita","Gross domestic product at market prices","14,300",""
"2013","Ireland","Current prices, euro per capita","Gross domestic product at market prices","38,900",""
"2013","Greece","Current prices, euro per capita","Gross domestic product at market prices","16,500","p"
"2013","Spain","Current prices, euro per capita","Gross domestic product at market prices","22,000",""
"2013","France","Current prices, euro per capita","Gross domestic product at market prices","32,100",""
"2013","Croatia","Current prices, euro per capita","Gross domestic product at market prices","10,300",""
"2013","Italy","Current prices, euro per capita","Gross domestic product at market prices","26,500",""
"2013","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","21,000",""
"2013","Latvia","Current prices, euro per capita","Gross domestic product at market prices","11,300",""
"2013","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","11,800",""
"2013","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","85,300",""
"2013","Hungary","Current prices, euro per capita","Gross domestic product at market prices","10,300",""
"2013","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","39,300",""
"2013","Austria","Current prices, euro per capita","Gross domestic product at market prices","38,200",""
"2013","Poland","Current prices, euro per capita","Gross domestic product at market prices","10,300",""
"2013","Portugal","Current prices, euro per capita","Gross domestic product at market prices","16,300",""
"2013","Romania","Current prices, euro per capita","Gross domestic product at market prices","7,200",""
"2013","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","17,600",""
"2013","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","13,700",""
"2013","Finland","Current prices, euro per capita","Gross domestic product at market prices","37,400",""
"2013","Sweden","Current prices, euro per capita","Gross domestic product at market prices","45,400",""
"2013","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","32,400",""
"2013","Norway","Current prices, euro per capita","Gross domestic product at market prices","77,600",""
"2013","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","64,100",""
"2014","Belgium","Current prices, euro per capita","Gross domestic product at market prices","35,800",""
"2014","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","5,900",""
"2014","Czechia","Current prices, euro per capita","Gross domestic product at market prices","14,900",""
"2014","Denmark","Current prices, euro per capita","Gross domestic product at market prices","47,100",""
"2014","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","36,300",""
"2014","Estonia","Current prices, euro per capita","Gross domestic product at market prices","15,200",""
"2014","Ireland","Current prices, euro per capita","Gross domestic product at market prices","42,000",""
"2014","Greece","Current prices, euro per capita","Gross domestic product at market prices","16,400","p"
"2014","Spain","Current prices, euro per capita","Gross domestic product at market prices","22,300",""
"2014","France","Current prices, euro per capita","Gross domestic product at market prices","32,400",""
"2014","Croatia","Current prices, euro per capita","Gross domestic product at market prices","10,200",""
"2014","Italy","Current prices, euro per capita","Gross domestic product at market prices","26,700",""
"2014","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","20,700",""
"2014","Latvia","Current prices, euro per capita","Gross domestic product at market prices","11,800",""
"2014","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","12,500",""
"2014","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","89,200",""
"2014","Hungary","Current prices, euro per capita","Gross domestic product at market prices","10,700",""
"2014","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","39,800",""
"2014","Austria","Current prices, euro per capita","Gross domestic product at market prices","39,000",""
"2014","Poland","Current prices, euro per capita","Gross domestic product at market prices","10,700",""
"2014","Portugal","Current prices, euro per capita","Gross domestic product at market prices","16,600",""
"2014","Romania","Current prices, euro per capita","Gross domestic product at market prices","7,600",""
"2014","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","18,200",""
"2014","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","14,000",""
"2014","Finland","Current prices, euro per capita","Gross domestic product at market prices","37,600",""
"2014","Sweden","Current prices, euro per capita","Gross domestic product at market prices","44,700",""
"2014","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","35,400",""
"2014","Norway","Current prices, euro per capita","Gross domestic product at market prices","73,300",""
"2014","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","65,300",""
"2015","Belgium","Current prices, euro per capita","Gross domestic product at market prices","36,600",""
"2015","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","6,300",""
"2015","Czechia","Current prices, euro per capita","Gross domestic product at market prices","16,000",""
"2015","Denmark","Current prices, euro per capita","Gross domestic product at market prices","48,000",""
"2015","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","37,300",""
"2015","Estonia","Current prices, euro per capita","Gross domestic product at market prices","15,700",""
"2015","Ireland","Current prices, euro per capita","Gross domestic product at market prices","55,900",""
"2015","Greece","Current prices, euro per capita","Gross domestic product at market prices","16,400","p"
"2015","Spain","Current prices, euro per capita","Gross domestic product at market prices","23,300",""
"2015","France","Current prices, euro per capita","Gross domestic product at market prices","33,000",""
"2015","Croatia","Current prices, euro per capita","Gross domestic product at market prices","10,600",""
"2015","Italy","Current prices, euro per capita","Gross domestic product at market prices","27,200",""
"2015","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","20,900",""
"2015","Latvia","Current prices, euro per capita","Gross domestic product at market prices","12,300",""
"2015","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","12,900",""
"2015","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","90,600",""
"2015","Hungary","Current prices, euro per capita","Gross domestic product at market prices","11,300",""
"2015","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","40,800",""
"2015","Austria","Current prices, euro per capita","Gross domestic product at market prices","39,900",""
"2015","Poland","Current prices, euro per capita","Gross domestic product at market prices","11,200",""
"2015","Portugal","Current prices, euro per capita","Gross domestic product at market prices","17,400",""
"2015","Romania","Current prices, euro per capita","Gross domestic product at market prices","8,100",""
"2015","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","18,800",""
"2015","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","14,600",""
"2015","Finland","Current prices, euro per capita","Gross domestic product at market prices","38,200",""
"2015","Sweden","Current prices, euro per capita","Gross domestic product at market prices","45,800",""
"2015","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","40,100",""
"2015","Norway","Current prices, euro per capita","Gross domestic product at market prices","67,100",""
"2015","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","74,000",""
"2016","Belgium","Current prices, euro per capita","Gross domestic product at market prices","37,600",""
"2016","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","6,800",""
"2016","Czechia","Current prices, euro per capita","Gross domestic product at market prices","16,700",""
"2016","Denmark","Current prices, euro per capita","Gross domestic product at market prices","49,200",""
"2016","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","38,400",""
"2016","Estonia","Current prices, euro per capita","Gross domestic product at market prices","16,500",""
"2016","Ireland","Current prices, euro per capita","Gross domestic product at market prices","57,500",""
"2016","Greece","Current prices, euro per capita","Gross domestic product at market prices","16,400","p"
"2016","Spain","Current prices, euro per capita","Gross domestic product at market prices","24,100","p"
"2016","France","Current prices, euro per capita","Gross domestic product at market prices","33,300","p"
"2016","Croatia","Current prices, euro per capita","Gross domestic product at market prices","11,200",""
"2016","Italy","Current prices, euro per capita","Gross domestic product at market prices","27,900",""
"2016","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","21,700","p"
"2016","Latvia","Current prices, euro per capita","Gross domestic product at market prices","12,800",""
"2016","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","13,500",""
"2016","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","91,300",""
"2016","Hungary","Current prices, euro per capita","Gross domestic product at market prices","11,600",""
"2016","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","41,600","p"
"2016","Austria","Current prices, euro per capita","Gross domestic product at market prices","40,800",""
"2016","Poland","Current prices, euro per capita","Gross domestic product at market prices","11,100",""
"2016","Portugal","Current prices, euro per capita","Gross domestic product at market prices","18,100",""
"2016","Romania","Current prices, euro per capita","Gross domestic product at market prices","8,600",""
"2016","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","19,500",""
"2016","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","15,000",""
"2016","Finland","Current prices, euro per capita","Gross domestic product at market prices","39,300",""
"2016","Sweden","Current prices, euro per capita","Gross domestic product at market prices","46,700",""
"2016","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","36,600",""
"2016","Norway","Current prices, euro per capita","Gross domestic product at market prices","64,100",""
"2016","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","72,400","p"
"2017","Belgium","Current prices, euro per capita","Gross domestic product at market prices","38,700",""
"2017","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","7,300",""
"2017","Czechia","Current prices, euro per capita","Gross domestic product at market prices","18,100",""
"2017","Denmark","Current prices, euro per capita","Gross domestic product at market prices","50,800",""
"2017","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","39,600",""
"2017","Estonia","Current prices, euro per capita","Gross domestic product at market prices","18,000",""
"2017","Ireland","Current prices, euro per capita","Gross domestic product at market prices","61,200",""
"2017","Greece","Current prices, euro per capita","Gross domestic product at market prices","16,700","p"
"2017","Spain","Current prices, euro per capita","Gross domestic product at market prices","25,100","p"
"2017","France","Current prices, euro per capita","Gross domestic product at market prices","34,200","p"
"2017","Croatia","Current prices, euro per capita","Gross domestic product at market prices","11,800",""
"2017","Italy","Current prices, euro per capita","Gross domestic product at market prices","28,500",""
"2017","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","22,800","p"
"2017","Latvia","Current prices, euro per capita","Gross domestic product at market prices","13,900",""
"2017","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","14,900",""
"2017","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","92,600",""
"2017","Hungary","Current prices, euro per capita","Gross domestic product at market prices","12,700",""
"2017","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","43,000","p"
"2017","Austria","Current prices, euro per capita","Gross domestic product at market prices","42,100",""
"2017","Poland","Current prices, euro per capita","Gross domestic product at market prices","12,200",""
"2017","Portugal","Current prices, euro per capita","Gross domestic product at market prices","18,900","p"
"2017","Romania","Current prices, euro per capita","Gross domestic product at market prices","9,500","p"
"2017","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","20,800",""
"2017","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","15,600",""
"2017","Finland","Current prices, euro per capita","Gross domestic product at market prices","40,600",""
"2017","Sweden","Current prices, euro per capita","Gross domestic product at market prices","47,200",""
"2017","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","35,300",""
"2017","Norway","Current prices, euro per capita","Gross domestic product at market prices","67,100",""
"2017","Switzerland","Current prices, euro per capita","Gross domestic product at market prices",":",""
