"TIME","GEO","CITIZEN","AGEDEF","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2007","Bulgaria","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2007","Bulgaria","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2007","Bulgaria","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2007","Bulgaria","Total","Age reached during the year","From 20 to 24 years","Number","Total",":",""
"2007","Bulgaria","Total","Age reached during the year","From 20 to 24 years","Number","Males",":",""
"2007","Bulgaria","Total","Age reached during the year","From 20 to 24 years","Number","Females",":",""
"2007","Bulgaria","Total","Age reached during the year","From 25 to 29 years","Number","Total",":",""
"2007","Bulgaria","Total","Age reached during the year","From 25 to 29 years","Number","Males",":",""
"2007","Bulgaria","Total","Age reached during the year","From 25 to 29 years","Number","Females",":",""
"2007","Bulgaria","Total","Age reached during the year","From 30 to 34 years","Number","Total",":",""
"2007","Bulgaria","Total","Age reached during the year","From 30 to 34 years","Number","Males",":",""
"2007","Bulgaria","Total","Age reached during the year","From 30 to 34 years","Number","Females",":",""
"2007","Bulgaria","Total","Age reached during the year","From 35 to 39 years","Number","Total",":",""
"2007","Bulgaria","Total","Age reached during the year","From 35 to 39 years","Number","Males",":",""
"2007","Bulgaria","Total","Age reached during the year","From 35 to 39 years","Number","Females",":",""
"2007","Bulgaria","Total","Age reached during the year","From 40 to 44 years","Number","Total",":",""
"2007","Bulgaria","Total","Age reached during the year","From 40 to 44 years","Number","Males",":",""
"2007","Bulgaria","Total","Age reached during the year","From 40 to 44 years","Number","Females",":",""
"2007","Bulgaria","Total","Age reached during the year","From 45 to 49 years","Number","Total",":",""
"2007","Bulgaria","Total","Age reached during the year","From 45 to 49 years","Number","Males",":",""
"2007","Bulgaria","Total","Age reached during the year","From 45 to 49 years","Number","Females",":",""
"2007","Bulgaria","Total","Age reached during the year","From 50 to 54 years","Number","Total",":",""
"2007","Bulgaria","Total","Age reached during the year","From 50 to 54 years","Number","Males",":",""
"2007","Bulgaria","Total","Age reached during the year","From 50 to 54 years","Number","Females",":",""
"2007","Bulgaria","Total","Age reached during the year","From 55 to 59 years","Number","Total",":",""
"2007","Bulgaria","Total","Age reached during the year","From 55 to 59 years","Number","Males",":",""
"2007","Bulgaria","Total","Age reached during the year","From 55 to 59 years","Number","Females",":",""
"2007","Bulgaria","Total","Age reached during the year","From 60 to 64 years","Number","Total",":",""
"2007","Bulgaria","Total","Age reached during the year","From 60 to 64 years","Number","Males",":",""
"2007","Bulgaria","Total","Age reached during the year","From 60 to 64 years","Number","Females",":",""
"2007","Bulgaria","Total","Age reached during the year","From 65 to 69 years","Number","Total",":",""
"2007","Bulgaria","Total","Age reached during the year","From 65 to 69 years","Number","Males",":",""
"2007","Bulgaria","Total","Age reached during the year","From 65 to 69 years","Number","Females",":",""
"2007","Bulgaria","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2007","Bulgaria","Total","Age reached during the year","65 years or over","Number","Males",":",""
"2007","Bulgaria","Total","Age reached during the year","65 years or over","Number","Females",":",""
"2007","Czechia","Total","Age reached during the year","Total","Number","Total","104,445",""
"2007","Czechia","Total","Age reached during the year","Total","Number","Males","63,721",""
"2007","Czechia","Total","Age reached during the year","Total","Number","Females","40,724",""
"2007","Czechia","Total","Age reached during the year","Less than 5 years","Number","Total",":",""
"2007","Czechia","Total","Age reached during the year","Less than 5 years","Number","Males",":",""
"2007","Czechia","Total","Age reached during the year","Less than 5 years","Number","Females",":",""
"2007","Czechia","Total","Age reached during the year","From 5 to 9 years","Number","Total",":",""
"2007","Czechia","Total","Age reached during the year","From 5 to 9 years","Number","Males",":",""
"2007","Czechia","Total","Age reached during the year","From 5 to 9 years","Number","Females",":",""
"2007","Czechia","Total","Age reached during the year","From 10 to 14 years","Number","Total",":",""
"2007","Czechia","Total","Age reached during the year","From 10 to 14 years","Number","Males",":",""
"2007","Czechia","Total","Age reached during the year","From 10 to 14 years","Number","Females",":",""
"2007","Czechia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2007","Czechia","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2007","Czechia","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2007","Czechia","Total","Age reached during the year","From 15 to 19 years","Number","Total",":",""
"2007","Czechia","Total","Age reached during the year","From 15 to 19 years","Number","Males",":",""
"2007","Czechia","Total","Age reached during the year","From 15 to 19 years","Number","Females",":",""
"2007","Czechia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2007","Czechia","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2007","Czechia","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2007","Czechia","Total","Age reached during the year","From 20 to 24 years","Number","Total",":",""
"2007","Czechia","Total","Age reached during the year","From 20 to 24 years","Number","Males",":",""
"2007","Czechia","Total","Age reached during the year","From 20 to 24 years","Number","Females",":",""
"2007","Czechia","Total","Age reached during the year","From 25 to 29 years","Number","Total",":",""
"2007","Czechia","Total","Age reached during the year","From 25 to 29 years","Number","Males",":",""
"2007","Czechia","Total","Age reached during the year","From 25 to 29 years","Number","Females",":",""
"2007","Czechia","Total","Age reached during the year","From 30 to 34 years","Number","Total",":",""
"2007","Czechia","Total","Age reached during the year","From 30 to 34 years","Number","Males",":",""
"2007","Czechia","Total","Age reached during the year","From 30 to 34 years","Number","Females",":",""
"2007","Czechia","Total","Age reached during the year","From 35 to 39 years","Number","Total",":",""
"2007","Czechia","Total","Age reached during the year","From 35 to 39 years","Number","Males",":",""
"2007","Czechia","Total","Age reached during the year","From 35 to 39 years","Number","Females",":",""
"2007","Czechia","Total","Age reached during the year","From 40 to 44 years","Number","Total",":",""
"2007","Czechia","Total","Age reached during the year","From 40 to 44 years","Number","Males",":",""
"2007","Czechia","Total","Age reached during the year","From 40 to 44 years","Number","Females",":",""
"2007","Czechia","Total","Age reached during the year","From 45 to 49 years","Number","Total",":",""
"2007","Czechia","Total","Age reached during the year","From 45 to 49 years","Number","Males",":",""
"2007","Czechia","Total","Age reached during the year","From 45 to 49 years","Number","Females",":",""
"2007","Czechia","Total","Age reached during the year","From 50 to 54 years","Number","Total",":",""
"2007","Czechia","Total","Age reached during the year","From 50 to 54 years","Number","Males",":",""
"2007","Czechia","Total","Age reached during the year","From 50 to 54 years","Number","Females",":",""
"2007","Czechia","Total","Age reached during the year","From 55 to 59 years","Number","Total",":",""
"2007","Czechia","Total","Age reached during the year","From 55 to 59 years","Number","Males",":",""
"2007","Czechia","Total","Age reached during the year","From 55 to 59 years","Number","Females",":",""
"2007","Czechia","Total","Age reached during the year","From 60 to 64 years","Number","Total",":",""
"2007","Czechia","Total","Age reached during the year","From 60 to 64 years","Number","Males",":",""
"2007","Czechia","Total","Age reached during the year","From 60 to 64 years","Number","Females",":",""
"2007","Czechia","Total","Age reached during the year","From 65 to 69 years","Number","Total",":",""
"2007","Czechia","Total","Age reached during the year","From 65 to 69 years","Number","Males",":",""
"2007","Czechia","Total","Age reached during the year","From 65 to 69 years","Number","Females",":",""
"2007","Czechia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2007","Czechia","Total","Age reached during the year","65 years or over","Number","Males",":",""
"2007","Czechia","Total","Age reached during the year","65 years or over","Number","Females",":",""
"2007","Denmark","Total","Age reached during the year","Total","Number","Total","64,656",""
"2007","Denmark","Total","Age reached during the year","Total","Number","Males","33,723",""
"2007","Denmark","Total","Age reached during the year","Total","Number","Females","30,933",""
"2007","Denmark","Total","Age reached during the year","Less than 5 years","Number","Total","4,356",""
"2007","Denmark","Total","Age reached during the year","Less than 5 years","Number","Males","2,204",""
"2007","Denmark","Total","Age reached during the year","Less than 5 years","Number","Females","2,152",""
"2007","Denmark","Total","Age reached during the year","From 5 to 9 years","Number","Total","2,448",""
"2007","Denmark","Total","Age reached during the year","From 5 to 9 years","Number","Males","1,305",""
"2007","Denmark","Total","Age reached during the year","From 5 to 9 years","Number","Females","1,143",""
"2007","Denmark","Total","Age reached during the year","From 10 to 14 years","Number","Total","1,874",""
"2007","Denmark","Total","Age reached during the year","From 10 to 14 years","Number","Males","968",""
"2007","Denmark","Total","Age reached during the year","From 10 to 14 years","Number","Females","906",""
"2007","Denmark","Total","Age reached during the year","Less than 15 years","Number","Total","8,678",""
"2007","Denmark","Total","Age reached during the year","Less than 15 years","Number","Males","4,477",""
"2007","Denmark","Total","Age reached during the year","Less than 15 years","Number","Females","4,201",""
"2007","Denmark","Total","Age reached during the year","From 15 to 19 years","Number","Total","4,815",""
"2007","Denmark","Total","Age reached during the year","From 15 to 19 years","Number","Males","2,126",""
"2007","Denmark","Total","Age reached during the year","From 15 to 19 years","Number","Females","2,689",""
"2007","Denmark","Total","Age reached during the year","From 15 to 64 years","Number","Total","55,324",""
"2007","Denmark","Total","Age reached during the year","From 15 to 64 years","Number","Males","28,888",""
"2007","Denmark","Total","Age reached during the year","From 15 to 64 years","Number","Females","26,436",""
"2007","Denmark","Total","Age reached during the year","From 20 to 24 years","Number","Total","17,991",""
"2007","Denmark","Total","Age reached during the year","From 20 to 24 years","Number","Males","8,393",""
"2007","Denmark","Total","Age reached during the year","From 20 to 24 years","Number","Females","9,598",""
"2007","Denmark","Total","Age reached during the year","From 25 to 29 years","Number","Total","12,348",""
"2007","Denmark","Total","Age reached during the year","From 25 to 29 years","Number","Males","6,412",""
"2007","Denmark","Total","Age reached during the year","From 25 to 29 years","Number","Females","5,936",""
"2007","Denmark","Total","Age reached during the year","From 30 to 34 years","Number","Total","7,269",""
"2007","Denmark","Total","Age reached during the year","From 30 to 34 years","Number","Males","4,134",""
"2007","Denmark","Total","Age reached during the year","From 30 to 34 years","Number","Females","3,135",""
"2007","Denmark","Total","Age reached during the year","From 35 to 39 years","Number","Total","4,663",""
"2007","Denmark","Total","Age reached during the year","From 35 to 39 years","Number","Males","2,731",""
"2007","Denmark","Total","Age reached during the year","From 35 to 39 years","Number","Females","1,932",""
"2007","Denmark","Total","Age reached during the year","From 40 to 44 years","Number","Total","3,227",""
"2007","Denmark","Total","Age reached during the year","From 40 to 44 years","Number","Males","1,988",""
"2007","Denmark","Total","Age reached during the year","From 40 to 44 years","Number","Females","1,239",""
"2007","Denmark","Total","Age reached during the year","From 45 to 49 years","Number","Total","2,087",""
"2007","Denmark","Total","Age reached during the year","From 45 to 49 years","Number","Males","1,320",""
"2007","Denmark","Total","Age reached during the year","From 45 to 49 years","Number","Females","767",""
"2007","Denmark","Total","Age reached during the year","From 50 to 54 years","Number","Total","1,335",""
"2007","Denmark","Total","Age reached during the year","From 50 to 54 years","Number","Males","819",""
"2007","Denmark","Total","Age reached during the year","From 50 to 54 years","Number","Females","516",""
"2007","Denmark","Total","Age reached during the year","From 55 to 59 years","Number","Total","892",""
"2007","Denmark","Total","Age reached during the year","From 55 to 59 years","Number","Males","545",""
"2007","Denmark","Total","Age reached during the year","From 55 to 59 years","Number","Females","347",""
"2007","Denmark","Total","Age reached during the year","From 60 to 64 years","Number","Total","697",""
"2007","Denmark","Total","Age reached during the year","From 60 to 64 years","Number","Males","420",""
"2007","Denmark","Total","Age reached during the year","From 60 to 64 years","Number","Females","277",""
"2007","Denmark","Total","Age reached during the year","From 65 to 69 years","Number","Total","327",""
"2007","Denmark","Total","Age reached during the year","From 65 to 69 years","Number","Males","182",""
"2007","Denmark","Total","Age reached during the year","From 65 to 69 years","Number","Females","145",""
"2007","Denmark","Total","Age reached during the year","65 years or over","Number","Total","654",""
"2007","Denmark","Total","Age reached during the year","65 years or over","Number","Males","358",""
"2007","Denmark","Total","Age reached during the year","65 years or over","Number","Females","296",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Total","680,766",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Males","403,500",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Females","277,266",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Less than 5 years","Number","Total","24,490",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Less than 5 years","Number","Males","12,755",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Less than 5 years","Number","Females","11,735",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 5 to 9 years","Number","Total","18,220",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 5 to 9 years","Number","Males","9,385",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 5 to 9 years","Number","Females","8,835",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 10 to 14 years","Number","Total","15,926",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 10 to 14 years","Number","Males","8,138",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 10 to 14 years","Number","Females","7,788",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Less than 15 years","Number","Total","58,636",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Less than 15 years","Number","Males","30,278",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Less than 15 years","Number","Females","28,358",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 15 to 19 years","Number","Total","37,136",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 15 to 19 years","Number","Males","18,163",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 15 to 19 years","Number","Females","18,973",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 15 to 64 years","Number","Total","607,325",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 15 to 64 years","Number","Males","365,885",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 15 to 64 years","Number","Females","241,440",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 20 to 24 years","Number","Total","131,450",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 20 to 24 years","Number","Males","65,265",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 20 to 24 years","Number","Females","66,185",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 25 to 29 years","Number","Total","117,152",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 25 to 29 years","Number","Males","69,469",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 25 to 29 years","Number","Females","47,683",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 30 to 34 years","Number","Total","89,574",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 30 to 34 years","Number","Males","57,800",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 30 to 34 years","Number","Females","31,774",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 35 to 39 years","Number","Total","70,714",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 35 to 39 years","Number","Males","47,552",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 35 to 39 years","Number","Females","23,162",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 40 to 44 years","Number","Total","55,904",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 40 to 44 years","Number","Males","38,154",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 40 to 44 years","Number","Females","17,750",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 45 to 49 years","Number","Total","44,974",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 45 to 49 years","Number","Males","30,976",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 45 to 49 years","Number","Females","13,998",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 50 to 54 years","Number","Total","32,342",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 50 to 54 years","Number","Males","21,772",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 50 to 54 years","Number","Females","10,570",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 55 to 59 years","Number","Total","18,279",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 55 to 59 years","Number","Males","11,262",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 55 to 59 years","Number","Females","7,017",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 60 to 64 years","Number","Total","9,800",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 60 to 64 years","Number","Males","5,472",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 60 to 64 years","Number","Females","4,328",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 65 to 69 years","Number","Total","7,374",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 65 to 69 years","Number","Males","4,030",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 65 to 69 years","Number","Females","3,344",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","65 years or over","Number","Total","14,805",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","65 years or over","Number","Males","7,337",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","65 years or over","Number","Females","7,468",""
"2007","Estonia","Total","Age reached during the year","Total","Number","Total","3,741",""
"2007","Estonia","Total","Age reached during the year","Total","Number","Males","2,093",""
"2007","Estonia","Total","Age reached during the year","Total","Number","Females","1,648",""
"2007","Estonia","Total","Age reached during the year","Less than 5 years","Number","Total","289",""
"2007","Estonia","Total","Age reached during the year","Less than 5 years","Number","Males","135",""
"2007","Estonia","Total","Age reached during the year","Less than 5 years","Number","Females","154",""
"2007","Estonia","Total","Age reached during the year","From 5 to 9 years","Number","Total","116",""
"2007","Estonia","Total","Age reached during the year","From 5 to 9 years","Number","Males","61",""
"2007","Estonia","Total","Age reached during the year","From 5 to 9 years","Number","Females","55",""
"2007","Estonia","Total","Age reached during the year","From 10 to 14 years","Number","Total","82",""
"2007","Estonia","Total","Age reached during the year","From 10 to 14 years","Number","Males","44",""
"2007","Estonia","Total","Age reached during the year","From 10 to 14 years","Number","Females","38",""
"2007","Estonia","Total","Age reached during the year","Less than 15 years","Number","Total","487",""
"2007","Estonia","Total","Age reached during the year","Less than 15 years","Number","Males","240",""
"2007","Estonia","Total","Age reached during the year","Less than 15 years","Number","Females","247",""
"2007","Estonia","Total","Age reached during the year","From 15 to 19 years","Number","Total","151",""
"2007","Estonia","Total","Age reached during the year","From 15 to 19 years","Number","Males","71",""
"2007","Estonia","Total","Age reached during the year","From 15 to 19 years","Number","Females","80",""
"2007","Estonia","Total","Age reached during the year","From 15 to 64 years","Number","Total","3,001",""
"2007","Estonia","Total","Age reached during the year","From 15 to 64 years","Number","Males","1,771",""
"2007","Estonia","Total","Age reached during the year","From 15 to 64 years","Number","Females","1,230",""
"2007","Estonia","Total","Age reached during the year","From 20 to 24 years","Number","Total","584",""
"2007","Estonia","Total","Age reached during the year","From 20 to 24 years","Number","Males","273",""
"2007","Estonia","Total","Age reached during the year","From 20 to 24 years","Number","Females","311",""
"2007","Estonia","Total","Age reached during the year","From 25 to 29 years","Number","Total","531",""
"2007","Estonia","Total","Age reached during the year","From 25 to 29 years","Number","Males","298",""
"2007","Estonia","Total","Age reached during the year","From 25 to 29 years","Number","Females","233",""
"2007","Estonia","Total","Age reached during the year","From 30 to 34 years","Number","Total","416",""
"2007","Estonia","Total","Age reached during the year","From 30 to 34 years","Number","Males","279",""
"2007","Estonia","Total","Age reached during the year","From 30 to 34 years","Number","Females","137",""
"2007","Estonia","Total","Age reached during the year","From 35 to 39 years","Number","Total","365",""
"2007","Estonia","Total","Age reached during the year","From 35 to 39 years","Number","Males","257",""
"2007","Estonia","Total","Age reached during the year","From 35 to 39 years","Number","Females","108",""
"2007","Estonia","Total","Age reached during the year","From 40 to 44 years","Number","Total","294",""
"2007","Estonia","Total","Age reached during the year","From 40 to 44 years","Number","Males","196",""
"2007","Estonia","Total","Age reached during the year","From 40 to 44 years","Number","Females","98",""
"2007","Estonia","Total","Age reached during the year","From 45 to 49 years","Number","Total","247",""
"2007","Estonia","Total","Age reached during the year","From 45 to 49 years","Number","Males","165",""
"2007","Estonia","Total","Age reached during the year","From 45 to 49 years","Number","Females","82",""
"2007","Estonia","Total","Age reached during the year","From 50 to 54 years","Number","Total","167",""
"2007","Estonia","Total","Age reached during the year","From 50 to 54 years","Number","Males","108",""
"2007","Estonia","Total","Age reached during the year","From 50 to 54 years","Number","Females","59",""
"2007","Estonia","Total","Age reached during the year","From 55 to 59 years","Number","Total","143",""
"2007","Estonia","Total","Age reached during the year","From 55 to 59 years","Number","Males","75",""
"2007","Estonia","Total","Age reached during the year","From 55 to 59 years","Number","Females","68",""
"2007","Estonia","Total","Age reached during the year","From 60 to 64 years","Number","Total","103",""
"2007","Estonia","Total","Age reached during the year","From 60 to 64 years","Number","Males","49",""
"2007","Estonia","Total","Age reached during the year","From 60 to 64 years","Number","Females","54",""
"2007","Estonia","Total","Age reached during the year","From 65 to 69 years","Number","Total","85",""
"2007","Estonia","Total","Age reached during the year","From 65 to 69 years","Number","Males","41",""
"2007","Estonia","Total","Age reached during the year","From 65 to 69 years","Number","Females","44",""
"2007","Estonia","Total","Age reached during the year","65 years or over","Number","Total","253",""
"2007","Estonia","Total","Age reached during the year","65 years or over","Number","Males","82",""
"2007","Estonia","Total","Age reached during the year","65 years or over","Number","Females","171",""
"2007","Ireland","Total","Age reached during the year","Total","Number","Total","122,415",""
"2007","Ireland","Total","Age reached during the year","Total","Number","Males","60,164",""
"2007","Ireland","Total","Age reached during the year","Total","Number","Females","62,251",""
