"TIME","GEO","CITIZEN","AGEDEF","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2011","Denmark","Total","Age reached during the year","Less than 15 years","Number","Males","3,883",""
"2011","Denmark","Total","Age reached during the year","Less than 15 years","Number","Females","3,566",""
"2011","Denmark","Total","Age reached during the year","From 15 to 64 years","Number","Total","44,579",""
"2011","Denmark","Total","Age reached during the year","From 15 to 64 years","Number","Males","22,848",""
"2011","Denmark","Total","Age reached during the year","From 15 to 64 years","Number","Females","21,731",""
"2011","Denmark","Total","Age reached during the year","65 years or over","Number","Total","805",""
"2011","Denmark","Total","Age reached during the year","65 years or over","Number","Males","468",""
"2011","Denmark","Total","Age reached during the year","65 years or over","Number","Females","337",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Total","489,422",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Males","276,699",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Females","212,723",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Less than 15 years","Number","Total","64,222",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Less than 15 years","Number","Males","33,171",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Less than 15 years","Number","Females","31,051",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 15 to 64 years","Number","Total","415,781",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 15 to 64 years","Number","Males","238,713",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 15 to 64 years","Number","Females","177,068",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","65 years or over","Number","Total","9,419",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","65 years or over","Number","Males","4,815",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","65 years or over","Number","Females","4,604",""
"2011","Estonia","Total","Age reached during the year","Total","Number","Total","3,709",""
"2011","Estonia","Total","Age reached during the year","Total","Number","Males","2,132",""
"2011","Estonia","Total","Age reached during the year","Total","Number","Females","1,577",""
"2011","Estonia","Total","Age reached during the year","Less than 15 years","Number","Total","561",""
"2011","Estonia","Total","Age reached during the year","Less than 15 years","Number","Males","282",""
"2011","Estonia","Total","Age reached during the year","Less than 15 years","Number","Females","279",""
"2011","Estonia","Total","Age reached during the year","From 15 to 64 years","Number","Total","3,000",""
"2011","Estonia","Total","Age reached during the year","From 15 to 64 years","Number","Males","1,801",""
"2011","Estonia","Total","Age reached during the year","From 15 to 64 years","Number","Females","1,199",""
"2011","Estonia","Total","Age reached during the year","65 years or over","Number","Total","148",""
"2011","Estonia","Total","Age reached during the year","65 years or over","Number","Males","49",""
"2011","Estonia","Total","Age reached during the year","65 years or over","Number","Females","99",""
"2011","Ireland","Total","Age reached during the year","Total","Number","Total","57,292","b"
"2011","Ireland","Total","Age reached during the year","Total","Number","Males","27,548","b"
"2011","Ireland","Total","Age reached during the year","Total","Number","Females","29,744","b"
"2011","Ireland","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Ireland","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2011","Ireland","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2011","Ireland","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Ireland","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2011","Ireland","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2011","Ireland","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Ireland","Total","Age reached during the year","65 years or over","Number","Males",":",""
"2011","Ireland","Total","Age reached during the year","65 years or over","Number","Females",":",""
"2011","Greece","Total","Age reached during the year","Total","Number","Total","60,089","b"
"2011","Greece","Total","Age reached during the year","Total","Number","Males","32,478",""
"2011","Greece","Total","Age reached during the year","Total","Number","Females","27,611",""
"2011","Greece","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Greece","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2011","Greece","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2011","Greece","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Greece","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2011","Greece","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2011","Greece","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Greece","Total","Age reached during the year","65 years or over","Number","Males",":",""
"2011","Greece","Total","Age reached during the year","65 years or over","Number","Females",":",""
"2011","Spain","Total","Age reached during the year","Total","Number","Total","371,331",""
"2011","Spain","Total","Age reached during the year","Total","Number","Males","180,945",""
"2011","Spain","Total","Age reached during the year","Total","Number","Females","190,386",""
"2011","Spain","Total","Age reached during the year","Less than 15 years","Number","Total","55,618",""
"2011","Spain","Total","Age reached during the year","Less than 15 years","Number","Males","29,031",""
"2011","Spain","Total","Age reached during the year","Less than 15 years","Number","Females","26,586",""
"2011","Spain","Total","Age reached during the year","From 15 to 64 years","Number","Total","296,992",""
"2011","Spain","Total","Age reached during the year","From 15 to 64 years","Number","Males","143,016",""
"2011","Spain","Total","Age reached during the year","From 15 to 64 years","Number","Females","153,973",""
"2011","Spain","Total","Age reached during the year","65 years or over","Number","Total","18,725",""
"2011","Spain","Total","Age reached during the year","65 years or over","Number","Males","8,901",""
"2011","Spain","Total","Age reached during the year","65 years or over","Number","Females","9,824",""
"2011","France","Total","Age reached during the year","Total","Number","Total","319,816",""
"2011","France","Total","Age reached during the year","Total","Number","Males","153,022",""
"2011","France","Total","Age reached during the year","Total","Number","Females","166,794",""
"2011","France","Total","Age reached during the year","Less than 15 years","Number","Total","57,138",""
"2011","France","Total","Age reached during the year","Less than 15 years","Number","Males","29,310",""
"2011","France","Total","Age reached during the year","Less than 15 years","Number","Females","27,828",""
"2011","France","Total","Age reached during the year","From 15 to 64 years","Number","Total","254,884",""
"2011","France","Total","Age reached during the year","From 15 to 64 years","Number","Males","119,797",""
"2011","France","Total","Age reached during the year","From 15 to 64 years","Number","Females","135,087",""
"2011","France","Total","Age reached during the year","65 years or over","Number","Total","7,794",""
"2011","France","Total","Age reached during the year","65 years or over","Number","Males","3,915",""
"2011","France","Total","Age reached during the year","65 years or over","Number","Females","3,879",""
"2011","Croatia","Total","Age reached during the year","Total","Number","Total","8,534",""
"2011","Croatia","Total","Age reached during the year","Total","Number","Males","4,254",""
"2011","Croatia","Total","Age reached during the year","Total","Number","Females","4,280",""
"2011","Croatia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Croatia","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2011","Croatia","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2011","Croatia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Croatia","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2011","Croatia","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2011","Croatia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Croatia","Total","Age reached during the year","65 years or over","Number","Males",":",""
"2011","Croatia","Total","Age reached during the year","65 years or over","Number","Females",":",""
"2011","Italy","Total","Age reached during the year","Total","Number","Total","385,793",""
"2011","Italy","Total","Age reached during the year","Total","Number","Males","185,668",""
"2011","Italy","Total","Age reached during the year","Total","Number","Females","200,125",""
"2011","Italy","Total","Age reached during the year","Less than 15 years","Number","Total","52,090",""
"2011","Italy","Total","Age reached during the year","Less than 15 years","Number","Males","27,208",""
"2011","Italy","Total","Age reached during the year","Less than 15 years","Number","Females","24,882",""
"2011","Italy","Total","Age reached during the year","From 15 to 64 years","Number","Total","323,122",""
"2011","Italy","Total","Age reached during the year","From 15 to 64 years","Number","Males","153,775",""
"2011","Italy","Total","Age reached during the year","From 15 to 64 years","Number","Females","169,347",""
"2011","Italy","Total","Age reached during the year","65 years or over","Number","Total","10,581",""
"2011","Italy","Total","Age reached during the year","65 years or over","Number","Males","4,685",""
"2011","Italy","Total","Age reached during the year","65 years or over","Number","Females","5,896",""
"2011","Cyprus","Total","Age reached during the year","Total","Number","Total","23,037",""
"2011","Cyprus","Total","Age reached during the year","Total","Number","Males","10,330",""
"2011","Cyprus","Total","Age reached during the year","Total","Number","Females","12,707",""
"2011","Cyprus","Total","Age reached during the year","Less than 15 years","Number","Total","3,006",""
"2011","Cyprus","Total","Age reached during the year","Less than 15 years","Number","Males","1,480",""
"2011","Cyprus","Total","Age reached during the year","Less than 15 years","Number","Females","1,526",""
"2011","Cyprus","Total","Age reached during the year","From 15 to 64 years","Number","Total","19,448",""
"2011","Cyprus","Total","Age reached during the year","From 15 to 64 years","Number","Males","8,535",""
"2011","Cyprus","Total","Age reached during the year","From 15 to 64 years","Number","Females","10,913",""
"2011","Cyprus","Total","Age reached during the year","65 years or over","Number","Total","583",""
"2011","Cyprus","Total","Age reached during the year","65 years or over","Number","Males","315",""
"2011","Cyprus","Total","Age reached during the year","65 years or over","Number","Females","268",""
"2011","Latvia","Total","Age reached during the year","Total","Number","Total","10,234",""
"2011","Latvia","Total","Age reached during the year","Total","Number","Males","6,300",""
"2011","Latvia","Total","Age reached during the year","Total","Number","Females","3,934",""
"2011","Latvia","Total","Age reached during the year","Less than 15 years","Number","Total","1,377",""
"2011","Latvia","Total","Age reached during the year","Less than 15 years","Number","Males","814",""
"2011","Latvia","Total","Age reached during the year","Less than 15 years","Number","Females","563",""
"2011","Latvia","Total","Age reached during the year","From 15 to 64 years","Number","Total","8,407",""
"2011","Latvia","Total","Age reached during the year","From 15 to 64 years","Number","Males","5,274",""
"2011","Latvia","Total","Age reached during the year","From 15 to 64 years","Number","Females","3,133",""
"2011","Latvia","Total","Age reached during the year","65 years or over","Number","Total","450",""
"2011","Latvia","Total","Age reached during the year","65 years or over","Number","Males","212",""
"2011","Latvia","Total","Age reached during the year","65 years or over","Number","Females","238",""
"2011","Lithuania","Total","Age reached during the year","Total","Number","Total","15,685",""
"2011","Lithuania","Total","Age reached during the year","Total","Number","Males","8,497",""
"2011","Lithuania","Total","Age reached during the year","Total","Number","Females","7,188",""
"2011","Lithuania","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Lithuania","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2011","Lithuania","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2011","Lithuania","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Lithuania","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2011","Lithuania","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2011","Lithuania","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Lithuania","Total","Age reached during the year","65 years or over","Number","Males",":",""
"2011","Lithuania","Total","Age reached during the year","65 years or over","Number","Females",":",""
"2011","Luxembourg","Total","Age reached during the year","Total","Number","Total","20,268",""
"2011","Luxembourg","Total","Age reached during the year","Total","Number","Males","11,102",""
"2011","Luxembourg","Total","Age reached during the year","Total","Number","Females","9,166",""
"2011","Luxembourg","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Luxembourg","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2011","Luxembourg","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2011","Luxembourg","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Luxembourg","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2011","Luxembourg","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2011","Luxembourg","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Luxembourg","Total","Age reached during the year","65 years or over","Number","Males",":",""
"2011","Luxembourg","Total","Age reached during the year","65 years or over","Number","Females",":",""
"2011","Hungary","Total","Age reached during the year","Total","Number","Total","28,018",""
"2011","Hungary","Total","Age reached during the year","Total","Number","Males","15,404",""
"2011","Hungary","Total","Age reached during the year","Total","Number","Females","12,614",""
"2011","Hungary","Total","Age reached during the year","Less than 15 years","Number","Total","2,210",""
"2011","Hungary","Total","Age reached during the year","Less than 15 years","Number","Males","1,131",""
"2011","Hungary","Total","Age reached during the year","Less than 15 years","Number","Females","1,079",""
"2011","Hungary","Total","Age reached during the year","From 15 to 64 years","Number","Total","24,587",""
"2011","Hungary","Total","Age reached during the year","From 15 to 64 years","Number","Males","13,632",""
"2011","Hungary","Total","Age reached during the year","From 15 to 64 years","Number","Females","10,955",""
"2011","Hungary","Total","Age reached during the year","65 years or over","Number","Total","1,221",""
"2011","Hungary","Total","Age reached during the year","65 years or over","Number","Males","641",""
"2011","Hungary","Total","Age reached during the year","65 years or over","Number","Females","580",""
"2011","Netherlands","Total","Age reached during the year","Total","Number","Total","130,118",""
"2011","Netherlands","Total","Age reached during the year","Total","Number","Males","66,240",""
"2011","Netherlands","Total","Age reached during the year","Total","Number","Females","63,878",""
"2011","Netherlands","Total","Age reached during the year","Less than 15 years","Number","Total","19,380",""
"2011","Netherlands","Total","Age reached during the year","Less than 15 years","Number","Males","9,960",""
"2011","Netherlands","Total","Age reached during the year","Less than 15 years","Number","Females","9,420",""
"2011","Netherlands","Total","Age reached during the year","From 15 to 64 years","Number","Total","108,333",""
"2011","Netherlands","Total","Age reached during the year","From 15 to 64 years","Number","Males","55,036",""
"2011","Netherlands","Total","Age reached during the year","From 15 to 64 years","Number","Females","53,297",""
"2011","Netherlands","Total","Age reached during the year","65 years or over","Number","Total","2,405",""
"2011","Netherlands","Total","Age reached during the year","65 years or over","Number","Males","1,244",""
"2011","Netherlands","Total","Age reached during the year","65 years or over","Number","Females","1,161",""
"2011","Austria","Total","Age reached during the year","Total","Number","Total","82,230",""
"2011","Austria","Total","Age reached during the year","Total","Number","Males","44,223",""
"2011","Austria","Total","Age reached during the year","Total","Number","Females","38,007",""
"2011","Austria","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Austria","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2011","Austria","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2011","Austria","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Austria","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2011","Austria","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2011","Austria","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Austria","Total","Age reached during the year","65 years or over","Number","Males",":",""
"2011","Austria","Total","Age reached during the year","65 years or over","Number","Females",":",""
"2011","Poland","Total","Age reached during the year","Total","Number","Total","157,059",""
"2011","Poland","Total","Age reached during the year","Total","Number","Males","95,739",""
"2011","Poland","Total","Age reached during the year","Total","Number","Females","61,320",""
"2011","Poland","Total","Age reached during the year","Less than 15 years","Number","Total","17,545",""
"2011","Poland","Total","Age reached during the year","Less than 15 years","Number","Males","8,812",""
"2011","Poland","Total","Age reached during the year","Less than 15 years","Number","Females","8,733",""
"2011","Poland","Total","Age reached during the year","From 15 to 64 years","Number","Total","133,602",""
"2011","Poland","Total","Age reached during the year","From 15 to 64 years","Number","Males","83,940",""
"2011","Poland","Total","Age reached during the year","From 15 to 64 years","Number","Females","49,662",""
"2011","Poland","Total","Age reached during the year","65 years or over","Number","Total","5,912",""
"2011","Poland","Total","Age reached during the year","65 years or over","Number","Males","2,987",""
"2011","Poland","Total","Age reached during the year","65 years or over","Number","Females","2,925",""
"2011","Portugal","Total","Age reached during the year","Total","Number","Total","19,667",""
"2011","Portugal","Total","Age reached during the year","Total","Number","Males","11,081",""
"2011","Portugal","Total","Age reached during the year","Total","Number","Females","8,586",""
"2011","Portugal","Total","Age reached during the year","Less than 15 years","Number","Total","2,153",""
"2011","Portugal","Total","Age reached during the year","Less than 15 years","Number","Males","1,183",""
"2011","Portugal","Total","Age reached during the year","Less than 15 years","Number","Females","970",""
"2011","Portugal","Total","Age reached during the year","From 15 to 64 years","Number","Total","16,433",""
"2011","Portugal","Total","Age reached during the year","From 15 to 64 years","Number","Males","9,159",""
"2011","Portugal","Total","Age reached during the year","From 15 to 64 years","Number","Females","7,274",""
"2011","Portugal","Total","Age reached during the year","65 years or over","Number","Total","1,081",""
"2011","Portugal","Total","Age reached during the year","65 years or over","Number","Males","739",""
"2011","Portugal","Total","Age reached during the year","65 years or over","Number","Females","342",""
"2011","Romania","Total","Age reached during the year","Total","Number","Total","147,685",""
"2011","Romania","Total","Age reached during the year","Total","Number","Males","83,931",""
"2011","Romania","Total","Age reached during the year","Total","Number","Females","63,754",""
"2011","Romania","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Romania","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2011","Romania","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2011","Romania","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Romania","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2011","Romania","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2011","Romania","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Romania","Total","Age reached during the year","65 years or over","Number","Males",":",""
"2011","Romania","Total","Age reached during the year","65 years or over","Number","Females",":",""
"2011","Slovenia","Total","Age reached during the year","Total","Number","Total","14,083",""
"2011","Slovenia","Total","Age reached during the year","Total","Number","Males","8,317",""
"2011","Slovenia","Total","Age reached during the year","Total","Number","Females","5,766",""
"2011","Slovenia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Slovenia","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2011","Slovenia","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2011","Slovenia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Slovenia","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2011","Slovenia","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2011","Slovenia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Slovenia","Total","Age reached during the year","65 years or over","Number","Males",":",""
"2011","Slovenia","Total","Age reached during the year","65 years or over","Number","Females",":",""
"2011","Slovakia","Total","Age reached during the year","Total","Number","Total","4,829",""
"2011","Slovakia","Total","Age reached during the year","Total","Number","Males","3,013",""
"2011","Slovakia","Total","Age reached during the year","Total","Number","Females","1,816",""
"2011","Slovakia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Slovakia","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2011","Slovakia","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2011","Slovakia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Slovakia","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2011","Slovakia","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2011","Slovakia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","Slovakia","Total","Age reached during the year","65 years or over","Number","Males",":",""
"2011","Slovakia","Total","Age reached during the year","65 years or over","Number","Females",":",""
"2011","Finland","Total","Age reached during the year","Total","Number","Total","29,481",""
"2011","Finland","Total","Age reached during the year","Total","Number","Males","15,101",""
"2011","Finland","Total","Age reached during the year","Total","Number","Females","14,380",""
"2011","Finland","Total","Age reached during the year","Less than 15 years","Number","Total","5,392",""
"2011","Finland","Total","Age reached during the year","Less than 15 years","Number","Males","2,797",""
"2011","Finland","Total","Age reached during the year","Less than 15 years","Number","Females","2,595",""
"2011","Finland","Total","Age reached during the year","From 15 to 64 years","Number","Total","23,296",""
"2011","Finland","Total","Age reached during the year","From 15 to 64 years","Number","Males","11,914",""
"2011","Finland","Total","Age reached during the year","From 15 to 64 years","Number","Females","11,382",""
"2011","Finland","Total","Age reached during the year","65 years or over","Number","Total","793",""
"2011","Finland","Total","Age reached during the year","65 years or over","Number","Males","390",""
"2011","Finland","Total","Age reached during the year","65 years or over","Number","Females","403",""
"2011","Sweden","Total","Age reached during the year","Total","Number","Total","96,467",""
"2011","Sweden","Total","Age reached during the year","Total","Number","Males","50,824",""
"2011","Sweden","Total","Age reached during the year","Total","Number","Females","45,643",""
"2011","Sweden","Total","Age reached during the year","Less than 15 years","Number","Total","17,452",""
"2011","Sweden","Total","Age reached during the year","Less than 15 years","Number","Males","9,090",""
"2011","Sweden","Total","Age reached during the year","Less than 15 years","Number","Females","8,362",""
"2011","Sweden","Total","Age reached during the year","From 15 to 64 years","Number","Total","76,973",""
"2011","Sweden","Total","Age reached during the year","From 15 to 64 years","Number","Males","40,627",""
"2011","Sweden","Total","Age reached during the year","From 15 to 64 years","Number","Females","36,346",""
"2011","Sweden","Total","Age reached during the year","65 years or over","Number","Total","2,042",""
"2011","Sweden","Total","Age reached during the year","65 years or over","Number","Males","1,107",""
"2011","Sweden","Total","Age reached during the year","65 years or over","Number","Females","935",""
"2011","United Kingdom","Total","Age reached during the year","Total","Number","Total","566,044",""
"2011","United Kingdom","Total","Age reached during the year","Total","Number","Males","307,746",""
"2011","United Kingdom","Total","Age reached during the year","Total","Number","Females","258,298",""
"2011","United Kingdom","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","United Kingdom","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2011","United Kingdom","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2011","United Kingdom","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","United Kingdom","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2011","United Kingdom","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2011","United Kingdom","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2011","United Kingdom","Total","Age reached during the year","65 years or over","Number","Males",":",""
"2011","United Kingdom","Total","Age reached during the year","65 years or over","Number","Females",":",""
"2011","Norway","Total","Age reached during the year","Total","Number","Total","70,337",""
"2011","Norway","Total","Age reached during the year","Total","Number","Males","39,454",""
"2011","Norway","Total","Age reached during the year","Total","Number","Females","30,883",""
"2011","Norway","Total","Age reached during the year","Less than 15 years","Number","Total","10,906",""
"2011","Norway","Total","Age reached during the year","Less than 15 years","Number","Males","5,586",""
"2011","Norway","Total","Age reached during the year","Less than 15 years","Number","Females","5,320",""
"2011","Norway","Total","Age reached during the year","From 15 to 64 years","Number","Total","58,659",""
"2011","Norway","Total","Age reached during the year","From 15 to 64 years","Number","Males","33,471",""
"2011","Norway","Total","Age reached during the year","From 15 to 64 years","Number","Females","25,188",""
"2011","Norway","Total","Age reached during the year","65 years or over","Number","Total","772",""
"2011","Norway","Total","Age reached during the year","65 years or over","Number","Males","397",""
"2011","Norway","Total","Age reached during the year","65 years or over","Number","Females","375",""
"2011","Switzerland","Total","Age reached during the year","Total","Number","Total","148,799","b"
"2011","Switzerland","Total","Age reached during the year","Total","Number","Males","78,044","b"
"2011","Switzerland","Total","Age reached during the year","Total","Number","Females","70,755","b"
"2011","Switzerland","Total","Age reached during the year","Less than 15 years","Number","Total","19,765","b"
"2011","Switzerland","Total","Age reached during the year","Less than 15 years","Number","Males","10,166","b"
"2011","Switzerland","Total","Age reached during the year","Less than 15 years","Number","Females","9,599","b"
"2011","Switzerland","Total","Age reached during the year","From 15 to 64 years","Number","Total","125,734","b"
"2011","Switzerland","Total","Age reached during the year","From 15 to 64 years","Number","Males","66,163","b"
"2011","Switzerland","Total","Age reached during the year","From 15 to 64 years","Number","Females","59,571","b"
"2011","Switzerland","Total","Age reached during the year","65 years or over","Number","Total","3,300","b"
"2011","Switzerland","Total","Age reached during the year","65 years or over","Number","Males","1,715","b"
"2011","Switzerland","Total","Age reached during the year","65 years or over","Number","Females","1,585","b"
"2011","Former Yugoslav Republic of Macedonia, the","Total","Age reached during the year","Total","Number","Total",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Total","Age reached during the year","Total","Number","Males",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Total","Age reached during the year","Total","Number","Females",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
